-35.7290,174.3387
-35.7311,174.3120
-36.5900,174.6976
-36.6354,174.7457
-36.6166,174.6804
-36.6601,174.6670
-36.7728,174.7418
-36.7982,174.7835
-36.8110,174.7124
-36.8110,174.7440
-36.8455,174.7380
-36.8461,174.7589
-36.8673,174.7749
-36.8637,174.6151
-36.8855,174.6445
-36.9101,174.6899
-36.8885,174.7107
-36.8768,174.7039
-36.8923,174.7971
-36.8963,174.9224
-36.9286,174.9166
-36.9537,174.7908
-36.9604,174.8322
-36.9740,174.8423
-36.9631,174.9017
-37.0013,174.8886
-37.0307,174.8776
-38.1442,176.2823
-41.2123,174.8930
-35.1116,173.2615
-37.0387,174.9138
-37.0881,174.9396
-37.1931,174.9815
-37.1993,174.9035
-37.6714,175.1515
-37.8906,175.4675
-38.2159,175.8720
-37.7911,175.2802
-37.7788,175.2749
-37.7890,175.2591
-38.1600,176.2542
-38.1179,176.2271
-37.6653,176.2091
-37.7148,176.1411
-37.6957,176.0721
-38.6263,176.0890
-38.6879,176.0723
-39.6790,175.8002
-39.4254,176.8697
-39.6305,176.8308
-40.2099,176.0949
-40.2249,175.5667
-40.3469,175.6036
-40.3683,175.6200
-40.7608,175.1576
-40.9157,175.0067
-41.0960,174.8691
-41.1757,174.8256
-41.1137,174.8822
-41.1380,174.8414
-41.2257,174.8075
-41.1235,175.0757
-41.2046,174.9115
-41.2626,174.9462
-41.2228,174.9120
-41.2909,174.7801
-41.3031,174.7796
-43.5314,172.5761
-43.5255,172.6734
-43.5131,172.6377
-43.5187,172.5899
-43.4954,172.7104
-43.5906,172.3801
-43.5644,172.6083
-45.0153,168.7316
-45.8974,170.5100
-45.8847,170.5015
-44.3742,171.2421
-37.8220,175.2866
-36.8886,174.8315
-40.1770,175.3856
-36.9023,174.8963
-36.4083,174.6590
-36.9665,174.9160
-37.7387,176.1065
-40.9074,174.9991
-36.8878,174.7985
-39.9301,175.0321
-44.0971,170.8279
-45.8789,170.3503
-43.8971,171.7579
-45.1021,170.9542
-36.9537,174.7908
-46.2393,169.7367
-41.3197,174.7756
-41.5139,173.9590
-39.4925,176.9099
-36.9905,174.8677
-39.5839,176.9147
-45.0362,169.1940
-37.6655,176.1419
-45.8599,170.5148
-36.8993,174.8130
-39.4326,174.2998
-36.8971,174.7736
-45.8867,170.4961
-39.6250,176.7873
-38.6508,178.0205
-37.8030,174.8736
-46.0973,168.9543
-39.5259,176.8622
-42.4553,171.2078
-43.5719,172.5709
-41.2667,173.2759
-44.3894,171.2182
-46.4133,168.3574
-36.9261,174.7497
-37.7302,175.2737
-36.8459,174.7422
-42.3922,173.6795
-38.6711,178.0365
-36.7785,174.5655
-36.8990,174.7567
-37.9072,175.4747
-43.5420,172.6875
-40.3516,175.6223
-43.4977,172.6424
-37.7208,176.1752
-36.8766,174.8253
-39.6661,176.8778
-45.8814,170.4800
-37.6558,175.5322
-39.0631,174.0444
-36.9148,174.8043
-36.9051,174.6868
-41.2298,174.8174
-35.0964,173.2578
-40.2170,175.5836
-36.7841,175.0109
-40.4593,175.8349
-37.9538,176.9907
-40.3630,175.5952
-38.0493,175.7807
-39.6438,176.8404
-43.5615,172.7379
-41.3424,173.1878
-38.9888,175.8108
-37.6948,176.1395
-38.8830,175.2570
-39.9379,175.0527
-38.3381,175.1670
-37.7857,176.3299
-36.9115,174.8717
-37.3934,175.8423
-36.9015,174.6550
-39.0025,174.2344
-44.6942,169.1381
-40.6296,175.2787
-35.5469,174.2776
-36.9455,174.9648
-43.4996,172.6098
-36.7607,175.4974
-35.9401,173.8716
-46.4265,168.3617
-41.2321,174.8375
-41.2849,174.7363
-37.5525,175.9180
-35.2309,173.9463
-43.4748,172.6599
-35.3879,174.0130
-36.9141,174.7543
-46.3872,168.3470
-39.7536,174.4714
-37.8223,176.4894
-39.0596,174.0723
-43.5431,172.5462
-41.1789,174.9612
-40.8600,172.8061
-39.9447,176.5870
-39.9203,175.0549
-43.5159,172.5722
-41.7513,171.5980
-38.6843,176.1065
-40.4177,175.5941
-45.2512,169.3885
-39.1166,173.9569
-45.0936,170.9727
-39.9360,175.5691
-35.1002,173.7787
-41.2171,175.4579
-39.4189,175.3998
-36.7616,174.7247
-43.4813,172.5928
-37.1480,175.5496
-36.7933,174.7468
-40.9520,175.6562
-35.2060,173.9177
-43.5238,172.3696
-43.3224,172.6660
-36.7354,174.7266
-42.7185,170.9657
-37.0726,174.9427
-41.3067,174.7632
-37.7115,175.2103
-46.4059,168.3928
-41.1236,173.0103
-37.9775,175.7569
-36.6065,174.6631
-41.1317,174.8402
-46.2384,169.7346
-37.1931,174.9816
-36.9184,174.8450
-36.7729,174.7418
-36.6600,174.6670
-39.6261,176.8206
-41.5057,173.9599
-38.6644,178.0052
-39.1539,174.2042
-46.4133,168.3574
-39.0187,174.2213
-43.5429,172.5669
-43.4626,172.5814
-42.3922,173.6795
-40.9629,175.6152
-35.3879,174.0130
-37.6648,176.1946
-39.4254,176.8696
-36.9238,174.8113
-37.6714,175.1514
-37.0881,174.9396
-41.2653,173.2737
-38.0534,175.7819
-45.0208,168.6628
-38.1317,176.2344
-41.2412,174.9083
-45.8847,170.5015
-37.0387,174.9138
-38.3381,175.1670
-37.6957,176.0721
-44.3639,171.2410
-38.2159,175.8719
-35.0964,173.2577
-39.4776,175.6690
-38.6263,176.0890
-39.9474,175.0093
-35.7538,174.3126
-36.8370,175.6781
-37.0031,174.8646
-42.7247,170.9813
-41.1813,174.8353
-43.8972,171.7579
-36.9862,174.7894
-43.5510,172.5175
-40.6296,175.2787
-35.8546,174.4674
-39.9415,176.5898
-39.0288,174.1738
-37.7666,175.2396
-43.5906,172.3801
-40.1773,175.3856
-40.3331,175.6215
-36.9336,174.8875
-37.7388,176.1063
-40.2099,176.0949
-38.0699,176.7301
-33.6153,150.8335
38.9775,-89.0987
39.8221,-88.9560
39.8177,-88.8788
37.9680,-90.0464
37.9368,-90.1194
38.4327,-90.9721
38.6011,-91.2139
38.5384,-90.9990
38.5518,-91.0019
38.5352,-90.9771
38.2102,-91.1717
43.9126,-88.0313
44.0243,-88.1600
44.0649,-87.8850
44.1825,-88.0639
43.8075,-88.6746
43.9564,-88.1081
43.7331,-87.9400
43.8239,-88.1666
43.7562,-87.7151
43.2258,-87.9843
42.7193,-87.7950
44.1448,-87.8239
43.1833,-88.9929
43.0543,-89.0751
43.0818,-88.9117
43.0897,-88.9099
42.9257,-88.8368
43.0119,-89.3032
43.1478,-89.2879
43.0902,-88.7600
43.0144,-88.6890
43.0174,-89.2998
43.5920,-88.4504
43.6165,-88.4993
43.5899,-88.4340
42.9167,-89.2322
43.4947,-88.5615
43.4433,-88.8550
39.7925,-87.9934
39.4840,-88.1844
39.4818,-88.3686
39.5523,-87.9399
38.8882,-90.1607
40.1968,-87.6300
39.4835,-88.3036
40.5691,-87.8932
40.7761,-87.7307
38.8288,-89.5450
39.7919,-88.2681
39.4051,-88.7807
39.1675,-88.3795
38.6108,-89.5248
39.8409,-88.9265
39.5496,-89.2978
44.5044,-89.5663
44.5312,-89.5753
44.5239,-89.5321
44.5136,-89.5796
44.5526,-90.5980
44.2129,-89.5218
44.4532,-89.2957
43.1918,-89.4614
43.3728,-89.5419
45.3101,-92.3625
43.3145,-89.5257
43.0447,-89.2674
43.2149,-88.5186
43.1473,-88.5904
42.9631,-88.0697
42.9589,-87.9492
43.0165,-88.0075
42.9878,-88.0467
42.9589,-87.9101
42.9160,-87.9301
42.9879,-88.0071
42.6401,-87.8771
42.9516,-88.0477
42.9590,-87.9695
42.9887,-87.9874
43.0069,-87.9080
42.9155,-87.8763
43.0893,-88.0667
43.0122,-88.2212
43.0216,-88.2543
43.1775,-89.2420
43.5156,-89.4187
43.0847,-90.8834
43.1381,-90.7104
43.0292,-91.1283
43.0580,-91.1405
43.0603,-88.0664
43.0624,-89.3107
40.6249,-74.4342
39.7042,-91.3844
39.9292,-91.4484
39.7158,-91.3918
39.7944,-91.5234
39.3111,-91.4882
40.1864,-92.5722
38.9462,-91.9418
40.1674,-92.1753
40.4511,-92.1652
40.7125,-74.2563
